id,order_id,shipping_mode,delivery_days,status
49315,54472,Second Class,3,Shipping canceled
49316,54454,Standard Class,5,Late delivery
49317,54438,Standard Class,4,Shipping on time
49318,54432,Standard Class,3,Advance shipping
49319,54418,First Class,2,Late delivery
49320,54396,Standard Class,2,Advance shipping
49321,54395,First Class,2,Late delivery
49322,54373,Standard Class,4,Shipping on time
49323,54330,First Class,2,Late delivery
49324,54324,Standard Class,5,Late delivery
49325,54322,Same Day,1,Late delivery
49326,54303,Standard Class,4,Shipping on time
49327,54263,Second Class,4,Late delivery
49328,54262,Second Class,3,Shipping canceled
49329,54260,Standard Class,6,Late delivery
49330,54254,Standard Class,5,Late delivery
49331,54243,Standard Class,4,Shipping on time
49332,54231,Standard Class,2,Advance shipping
49333,54186,Standard Class,2,Advance shipping
49334,54165,Standard Class,6,Shipping canceled
49335,54150,Standard Class,6,Shipping canceled
49336,54144,Standard Class,5,Late delivery
49337,54134,Same Day,0,Shipping on time
49338,54111,Standard Class,2,Advance shipping
49339,54096,Second Class,2,Shipping on time
49340,54079,Standard Class,5,Late delivery
49341,54051,Standard Class,2,Advance shipping
49342,54040,Second Class,6,Late delivery
49343,54032,Standard Class,3,Advance shipping
49344,54012,Same Day,0,Shipping on time
49345,53992,Second Class,3,Late delivery
49346,53977,Second Class,3,Late delivery
49347,53941,Second Class,2,Shipping on time
49348,53939,First Class,2,Late delivery
49349,53937,Same Day,0,Shipping on time
49350,53928,Standard Class,4,Shipping on time
49351,53909,Same Day,1,Late delivery
49352,53908,Same Day,1,Late delivery
49353,53889,First Class,2,Late delivery
49354,53865,First Class,2,Late delivery
49355,53862,Second Class,3,Late delivery
49356,53853,Standard Class,4,Shipping on time
49357,53849,Standard Class,5,Late delivery
49358,53836,Second Class,2,Shipping on time
49359,53827,Standard Class,3,Advance shipping
49360,53818,Second Class,4,Late delivery
49361,53751,Standard Class,2,Advance shipping
49362,53748,Standard Class,4,Shipping on time
49363,53736,Standard Class,2,Advance shipping
49364,53734,Standard Class,5,Late delivery
49365,53724,First Class,2,Late delivery
49366,53718,Standard Class,4,Shipping on time
49367,53715,First Class,2,Shipping canceled
49368,53703,Standard Class,4,Shipping on time
49369,53689,Standard Class,5,Late delivery
49370,53672,Second Class,3,Late delivery
49371,53667,Second Class,3,Late delivery
49372,53637,First Class,2,Late delivery
49373,53634,Standard Class,5,Late delivery
49374,53622,Standard Class,3,Advance shipping
49375,53615,Second Class,6,Late delivery
49376,53612,Standard Class,3,Advance shipping
49377,53593,Standard Class,4,Shipping on time
49378,53590,Second Class,6,Late delivery
49379,53563,Standard Class,4,Shipping canceled
49380,53548,First Class,2,Late delivery
49381,53535,First Class,2,Shipping canceled
49382,53532,Standard Class,3,Advance shipping
49383,53521,Standard Class,2,Shipping canceled
49384,53516,Standard Class,2,Advance shipping
49385,53512,Same Day,0,Shipping on time
49386,53509,Standard Class,5,Late delivery
49387,53496,Standard Class,2,Advance shipping
49388,53493,Standard Class,4,Shipping on time
49389,53484,Standard Class,5,Late delivery
49390,53480,Standard Class,6,Late delivery
49391,53458,Standard Class,4,Shipping on time
49392,53450,Standard Class,6,Late delivery
49393,53432,Standard Class,3,Advance shipping
49394,53431,Standard Class,2,Advance shipping
49395,53418,First Class,2,Shipping canceled
49396,53407,Standard Class,3,Advance shipping
49397,53405,Standard Class,6,Late delivery
49398,53388,Standard Class,4,Shipping on time
49399,53379,Same Day,0,Shipping on time
49400,53361,Standard Class,2,Advance shipping
49401,53360,Standard Class,6,Late delivery
49402,53358,Second Class,4,Late delivery
49403,53350,Standard Class,6,Late delivery
49404,53347,Standard Class,3,Advance shipping
49405,53338,First Class,2,Late delivery
49406,33140,Standard Class,6,Late delivery
49407,39013,Standard Class,4,Shipping on time
49408,32584,Standard Class,5,Late delivery
49409,34338,Standard Class,4,Shipping on time
49410,35698,Standard Class,4,Shipping on time
49411,33447,Standard Class,3,Advance shipping
49412,36760,Standard Class,6,Late delivery
49413,44948,Standard Class,4,Shipping on time
49414,31632,Standard Class,3,Advance shipping
49415,36655,Standard Class,6,Late delivery
49416,32177,Standard Class,3,Advance shipping
49417,48667,Standard Class,3,Advance shipping
49418,42929,Standard Class,5,Late delivery
49419,49301,Standard Class,2,Advance shipping
49420,45396,Standard Class,2,Advance shipping
49421,42327,Standard Class,3,Advance shipping
49422,41639,Standard Class,5,Late delivery
49423,65680,Standard Class,6,Late delivery
49424,16027,Standard Class,3,Advance shipping
49425,13207,Standard Class,3,Advance shipping
49426,44488,Standard Class,4,Shipping on time
49427,10879,Standard Class,5,Late delivery
49428,66732,Standard Class,3,Advance shipping
49429,10588,Standard Class,4,Shipping on time
49430,15707,Standard Class,3,Advance shipping
49431,61833,Standard Class,4,Shipping on time
49432,14988,Standard Class,4,Shipping on time
49433,66349,Standard Class,5,Late delivery
49434,67185,Standard Class,6,Late delivery
49435,14823,Standard Class,4,Shipping on time
49436,14802,Standard Class,3,Advance shipping
49437,62290,Standard Class,6,Late delivery
49438,45024,Standard Class,5,Late delivery
49439,14944,Standard Class,5,Late delivery
49440,15214,Standard Class,5,Late delivery
49441,63051,Standard Class,2,Advance shipping
49442,17455,Standard Class,6,Late delivery
49443,17555,Standard Class,6,Late delivery
49444,15619,Standard Class,5,Late delivery
49445,62872,Standard Class,3,Advance shipping
49446,61821,Standard Class,2,Advance shipping
49447,63470,Standard Class,6,Late delivery
49448,12880,Standard Class,6,Late delivery
49449,16380,Standard Class,6,Late delivery
49450,64143,Standard Class,4,Shipping on time
49451,20138,Standard Class,4,Shipping on time
49452,44149,Standard Class,5,Late delivery
49453,12382,Standard Class,3,Advance shipping
49454,16547,Standard Class,3,Advance shipping
49455,14884,Standard Class,5,Late delivery
49456,5003,Standard Class,4,Shipping on time
49457,57967,Standard Class,3,Advance shipping
49458,4854,Standard Class,5,Late delivery
49459,8317,Standard Class,3,Advance shipping
49460,4434,Standard Class,5,Late delivery
49461,1743,Standard Class,4,Shipping on time
49462,7843,Standard Class,4,Shipping on time
49463,9878,Standard Class,4,Shipping on time
49464,2503,Standard Class,4,Shipping on time
49465,6099,Standard Class,5,Late delivery
49466,55924,Standard Class,5,Late delivery
49467,4188,Standard Class,4,Shipping on time
49468,52444,Standard Class,5,Late delivery
49469,61424,Standard Class,5,Late delivery
49470,51772,Standard Class,3,Advance shipping
49471,370,Standard Class,6,Late delivery
49472,60620,Standard Class,6,Late delivery
49473,51979,Standard Class,5,Late delivery
49474,52358,Standard Class,4,Shipping on time
49475,51675,Standard Class,6,Late delivery
49476,1151,Standard Class,2,Advance shipping
49477,58432,Standard Class,3,Advance shipping
49478,7602,Standard Class,3,Advance shipping
49479,1681,Standard Class,2,Advance shipping
49480,1616,Standard Class,2,Advance shipping
49481,60436,Standard Class,2,Advance shipping
49482,54799,Standard Class,5,Late delivery
49483,60610,Standard Class,6,Late delivery
49484,59161,Standard Class,2,Advance shipping
49485,5401,Standard Class,2,Advance shipping
49486,60988,Standard Class,4,Shipping on time
49487,51896,Standard Class,2,Advance shipping
49488,29420,Standard Class,6,Late delivery
49489,30808,Standard Class,4,Shipping on time
49490,22663,Standard Class,4,Shipping on time
49491,49120,Standard Class,6,Late delivery
49492,27441,Standard Class,2,Advance shipping
49493,25353,Standard Class,4,Shipping on time
49494,20628,Standard Class,4,Shipping on time
49495,28302,Standard Class,3,Advance shipping
49496,30841,Standard Class,2,Advance shipping
49497,29352,Standard Class,3,Advance shipping
49498,29343,Standard Class,4,Shipping on time
49499,23060,Standard Class,6,Late delivery
49500,24510,Standard Class,6,Late delivery
49501,24083,Standard Class,4,Shipping on time
49502,23987,Standard Class,3,Advance shipping
49503,28995,Standard Class,6,Late delivery
49504,27323,Standard Class,4,Shipping on time
49505,23384,Standard Class,5,Late delivery
49506,25766,Standard Class,2,Advance shipping
49507,24800,Standard Class,6,Late delivery
49508,28357,Standard Class,3,Advance shipping
49509,51279,Standard Class,5,Late delivery
49510,37468,Standard Class,4,Shipping on time
49511,37533,Standard Class,4,Shipping on time
49512,33055,Standard Class,6,Late delivery
49513,35017,Standard Class,3,Advance shipping
49514,39633,Standard Class,4,Shipping on time
49515,39255,Standard Class,6,Late delivery
49516,41119,Standard Class,5,Late delivery
49517,33613,Standard Class,4,Shipping on time
49518,36445,Standard Class,6,Late delivery
49519,31582,Standard Class,3,Advance shipping
49520,33596,Standard Class,2,Advance shipping
49521,38874,Standard Class,5,Late delivery
49522,39108,Standard Class,4,Shipping on time
49523,37379,Standard Class,5,Late delivery
49524,37089,Standard Class,5,Late delivery
49525,38856,Standard Class,2,Advance shipping
49526,37029,Standard Class,5,Late delivery
49527,42184,Standard Class,5,Late delivery
49528,48209,Standard Class,5,Late delivery
49529,44991,Standard Class,2,Advance shipping
49530,42097,Standard Class,3,Advance shipping
49531,42057,Standard Class,3,Advance shipping
49532,49847,Standard Class,3,Advance shipping
49533,51097,Standard Class,3,Advance shipping
49534,14352,Standard Class,3,Advance shipping
49535,50665,Standard Class,6,Late delivery
49536,41672,Standard Class,3,Advance shipping
49537,68757,Standard Class,3,Advance shipping
49538,65678,Standard Class,4,Shipping on time
49539,46630,Standard Class,6,Late delivery
49540,64793,Standard Class,4,Shipping on time
49541,66517,Standard Class,3,Advance shipping
49542,64960,Standard Class,6,Late delivery
49543,50576,Standard Class,2,Advance shipping
49544,48402,Standard Class,3,Advance shipping
49545,13313,Standard Class,4,Shipping on time
49546,61836,Standard Class,2,Advance shipping
49547,43400,Standard Class,6,Late delivery
49548,50157,Standard Class,3,Advance shipping
49549,14857,Standard Class,3,Advance shipping
49550,13188,Standard Class,4,Shipping on time
49551,61345,Standard Class,6,Late delivery
49552,56885,Standard Class,6,Late delivery
49553,6188,Standard Class,4,Shipping on time
49554,1456,Standard Class,2,Advance shipping
49555,53179,Standard Class,5,Late delivery
49556,198,Standard Class,4,Shipping on time
49557,13,Standard Class,4,Shipping on time
49558,61111,Standard Class,2,Advance shipping
49559,56085,Standard Class,6,Late delivery
49560,53191,Standard Class,2,Advance shipping
49561,8635,Standard Class,6,Late delivery
49562,59185,Standard Class,6,Late delivery
49563,1209,Standard Class,5,Late delivery
49564,54162,Standard Class,3,Advance shipping
49565,60678,Standard Class,4,Shipping on time
49566,5489,Standard Class,5,Late delivery
49567,51888,Standard Class,4,Shipping on time
49568,3863,Standard Class,4,Shipping on time
49569,1385,Standard Class,6,Late delivery
49570,60681,Standard Class,2,Advance shipping
49571,1195,Standard Class,6,Late delivery
49572,57189,Standard Class,5,Late delivery
49573,53138,Standard Class,4,Shipping on time
49574,7462,Standard Class,3,Advance shipping
49575,50273,Standard Class,4,Shipping on time
49576,29770,Standard Class,6,Late delivery
49577,44055,Standard Class,6,Late delivery
49578,44724,Standard Class,5,Late delivery
49579,28272,Standard Class,3,Advance shipping
49580,42565,Standard Class,6,Late delivery
49581,23903,Standard Class,4,Shipping on time
49582,30705,Standard Class,6,Late delivery
49583,21072,Standard Class,3,Advance shipping
49584,22870,Standard Class,6,Late delivery
49585,20812,Standard Class,3,Advance shipping
49586,45261,Standard Class,2,Advance shipping
49587,44081,Standard Class,2,Advance shipping
49588,27655,Standard Class,6,Late delivery
49589,44615,Standard Class,6,Late delivery
49590,26189,Standard Class,5,Late delivery
49591,27905,Standard Class,6,Late delivery
49592,23149,Standard Class,5,Late delivery
49593,29236,Standard Class,2,Advance shipping
49594,21136,Standard Class,2,Advance shipping
49595,28620,Standard Class,6,Late delivery
49596,23153,Standard Class,4,Shipping on time
49597,28690,Standard Class,6,Late delivery
49598,30215,Standard Class,6,Late delivery
49599,33046,Standard Class,2,Advance shipping
49600,31568,Standard Class,4,Shipping on time
49601,38971,Standard Class,2,Advance shipping
49602,39865,Standard Class,6,Late delivery
49603,34088,Standard Class,4,Shipping on time
49604,37748,Standard Class,4,Shipping on time
49605,32108,Standard Class,4,Shipping on time
49606,36137,Standard Class,3,Advance shipping
49607,50776,Standard Class,2,Advance shipping
49608,44888,Standard Class,4,Shipping on time
49609,45760,Standard Class,6,Late delivery
49610,51078,Standard Class,4,Shipping on time
49611,47976,Standard Class,2,Advance shipping
49612,42475,Standard Class,6,Late delivery
49613,14858,Standard Class,4,Shipping on time
49614,67693,Standard Class,4,Shipping on time
49615,65685,Standard Class,6,Late delivery
49616,45025,Standard Class,6,Late delivery
49617,16853,Standard Class,4,Shipping on time
49618,63670,Standard Class,6,Late delivery
49619,63357,Standard Class,3,Advance shipping
49620,64918,Standard Class,4,Shipping on time
49621,11319,Standard Class,5,Late delivery
49622,18409,Standard Class,5,Late delivery
49623,68095,Standard Class,6,Late delivery
49624,67812,Standard Class,3,Advance shipping
49625,16518,Standard Class,4,Shipping on time
49626,67545,Standard Class,6,Late delivery
49627,65392,Standard Class,3,Advance shipping
49628,68242,Standard Class,3,Advance shipping
49629,62313,Standard Class,4,Shipping on time
49630,11665,Standard Class,6,Late delivery
49631,48289,Standard Class,5,Late delivery
49632,57738,Standard Class,4,Shipping on time
49633,51623,Standard Class,4,Shipping on time
49634,53529,Standard Class,5,Late delivery
49635,8442,Standard Class,3,Advance shipping
49636,3794,Standard Class,5,Late delivery
49637,56328,Standard Class,4,Shipping on time
49638,51357,Standard Class,3,Advance shipping
49639,55690,Standard Class,6,Late delivery
49640,9279,Standard Class,5,Late delivery
49641,9186,Standard Class,2,Advance shipping
49642,3462,Standard Class,3,Advance shipping
49643,56693,Standard Class,4,Shipping on time
49644,671,Standard Class,2,Advance shipping
49645,10067,Standard Class,3,Advance shipping
49646,51318,Standard Class,4,Shipping on time
49647,59099,Standard Class,5,Late delivery
49648,46829,Standard Class,5,Late delivery
49649,31084,Standard Class,5,Late delivery
49650,25767,Standard Class,3,Advance shipping
49651,29050,Standard Class,6,Late delivery
49652,27931,Standard Class,2,Advance shipping
49653,49306,Standard Class,2,Advance shipping
49654,22722,Standard Class,3,Advance shipping
49655,46821,Standard Class,2,Advance shipping
49656,31081,Standard Class,2,Advance shipping
49657,46499,Standard Class,5,Late delivery
49658,31146,Standard Class,2,Advance shipping
49659,26409,Standard Class,5,Late delivery
49660,43865,Standard Class,6,Late delivery
49661,27070,Standard Class,6,Late delivery
49662,21339,Standard Class,5,Late delivery
49663,44660,Standard Class,6,Late delivery
49664,27213,Standard Class,4,Shipping on time
49665,41318,Standard Class,4,Shipping on time
49666,46463,Standard Class,4,Shipping on time
49667,24732,Standard Class,3,Advance shipping
49668,22645,Standard Class,6,Late delivery
49669,30520,Standard Class,6,Late delivery
49670,24798,Standard Class,4,Shipping on time
49671,25708,Standard Class,4,Shipping on time
49672,45411,Standard Class,2,Advance shipping
49673,30442,Standard Class,3,Advance shipping
49674,32541,Standard Class,2,Advance shipping
49675,32533,Standard Class,4,Shipping on time
49676,33506,Standard Class,2,Advance shipping
49677,41140,Standard Class,6,Late delivery
49678,41150,Standard Class,6,Late delivery
49679,43450,First Class,2,Shipping canceled
49680,49454,First Class,2,Shipping canceled
49681,43408,First Class,2,Late delivery
49682,49051,First Class,2,Late delivery
49683,47900,First Class,2,Late delivery
49684,43251,First Class,2,Late delivery
49685,49707,First Class,2,Late delivery
49686,49226,First Class,2,Late delivery
49687,42385,First Class,2,Late delivery
49688,43306,First Class,2,Late delivery
49689,41876,First Class,2,Late delivery
49690,43645,First Class,2,Late delivery
49691,50289,First Class,2,Late delivery
49692,49391,First Class,2,Late delivery
49693,45148,First Class,2,Late delivery
49694,48436,First Class,2,Late delivery
49695,46873,First Class,2,Late delivery
49696,45318,First Class,2,Late delivery
49697,42902,First Class,2,Late delivery
49698,44517,First Class,2,Late delivery
49699,43946,First Class,2,Late delivery
49700,48582,First Class,2,Late delivery
49701,43904,First Class,2,Late delivery
49702,46204,First Class,2,Late delivery
49703,47521,First Class,2,Late delivery
49704,48633,First Class,2,Late delivery
49705,47626,First Class,2,Late delivery
49706,47520,First Class,2,Shipping canceled
49707,48279,First Class,2,Shipping canceled
49708,69446,First Class,2,Shipping canceled
49709,70935,First Class,2,Shipping canceled
49710,16478,First Class,2,Shipping canceled
49711,63528,First Class,2,Shipping canceled
49712,19245,First Class,2,Shipping canceled
49713,19169,First Class,2,Shipping canceled
49714,19913,First Class,2,Shipping canceled
49715,15388,First Class,2,Shipping canceled
49716,61952,First Class,2,Shipping canceled
49717,71546,First Class,2,Shipping canceled
49718,69952,First Class,2,Late delivery
49719,70646,First Class,2,Late delivery
49720,69950,First Class,2,Late delivery
49721,69571,First Class,2,Late delivery
49722,71070,First Class,2,Late delivery
49723,69407,First Class,2,Late delivery
49724,70602,First Class,2,Late delivery
49725,69781,First Class,2,Late delivery
49726,70953,First Class,2,Late delivery
49727,67618,First Class,2,Late delivery
49728,66449,First Class,2,Late delivery
49729,68723,First Class,2,Late delivery
49730,66178,First Class,2,Late delivery
49731,42677,First Class,2,Late delivery
49732,12261,First Class,2,Late delivery
49733,44915,First Class,2,Late delivery
49734,14783,First Class,2,Late delivery
49735,18099,First Class,2,Late delivery
49736,12704,First Class,2,Late delivery
49737,19822,First Class,2,Late delivery
49738,69238,First Class,2,Late delivery
49739,14929,First Class,2,Late delivery
49740,44549,First Class,2,Late delivery
49741,71281,First Class,2,Late delivery
49742,18347,First Class,2,Late delivery
49743,69217,First Class,2,Late delivery
49744,70116,First Class,2,Late delivery
49745,19336,First Class,2,Late delivery
49746,66607,First Class,2,Late delivery
49747,66604,First Class,2,Late delivery
49748,12653,First Class,2,Late delivery
49749,70275,First Class,2,Late delivery
49750,11293,First Class,2,Late delivery
49751,48933,First Class,2,Late delivery
49752,18103,First Class,2,Late delivery
49753,43098,First Class,2,Late delivery
49754,51030,First Class,2,Late delivery
49755,20068,First Class,2,Late delivery
49756,19944,First Class,2,Late delivery
49757,64660,First Class,2,Late delivery
49758,16453,First Class,2,Late delivery
49759,17941,First Class,2,Late delivery
49760,16020,First Class,2,Late delivery
49761,14622,First Class,2,Late delivery
49762,61621,First Class,2,Late delivery
49763,12398,First Class,2,Late delivery
49764,71389,First Class,2,Late delivery
49765,71387,First Class,2,Late delivery
49766,71383,First Class,2,Late delivery
49767,70776,First Class,2,Late delivery
49768,70613,First Class,2,Late delivery
49769,69955,First Class,2,Late delivery
49770,69790,First Class,2,Late delivery
49771,69428,First Class,2,Late delivery
49772,69731,First Class,2,Late delivery
49773,69584,First Class,2,Late delivery
49774,19432,First Class,2,Late delivery
49775,11205,First Class,2,Late delivery
49776,18348,First Class,2,Late delivery
49777,64357,First Class,2,Late delivery
49778,66562,First Class,2,Late delivery
49779,19942,First Class,2,Late delivery
49780,50964,First Class,2,Late delivery
49781,48187,First Class,2,Late delivery
49782,17737,First Class,2,Late delivery
49783,70268,First Class,2,Late delivery
49784,67869,First Class,2,Late delivery
49785,15939,First Class,2,Late delivery
49786,71159,First Class,2,Late delivery
49787,51035,First Class,2,Late delivery
49788,18598,First Class,2,Late delivery
49789,11990,First Class,2,Late delivery
49790,15385,First Class,2,Late delivery
49791,62669,First Class,2,Late delivery
49792,71172,First Class,2,Late delivery
49793,64633,First Class,2,Late delivery
49794,18086,First Class,2,Late delivery
49795,12659,First Class,2,Late delivery
49796,71331,First Class,2,Late delivery
49797,15050,First Class,2,Late delivery
49798,62245,First Class,2,Late delivery
49799,13199,First Class,2,Late delivery
49800,42236,First Class,2,Late delivery
49801,64619,First Class,2,Late delivery
49802,48221,First Class,2,Late delivery
49803,14262,First Class,2,Late delivery
49804,17403,First Class,2,Late delivery
49805,68476,First Class,2,Late delivery
49806,15239,First Class,2,Late delivery
49807,14038,First Class,2,Late delivery
49808,15513,First Class,2,Late delivery
49809,64825,First Class,2,Late delivery
49810,67953,First Class,2,Late delivery
49811,11670,First Class,2,Late delivery
49812,19941,First Class,2,Late delivery
49813,19268,First Class,2,Late delivery
49814,11330,First Class,2,Late delivery
49815,18600,First Class,2,Late delivery
49816,69139,First Class,2,Late delivery
49817,69369,First Class,2,Late delivery
49818,69363,First Class,2,Late delivery
49819,69430,First Class,2,Shipping canceled
49820,69951,First Class,2,Shipping canceled
49821,70644,First Class,2,Shipping canceled
49822,68534,First Class,2,Shipping canceled
49823,69999,First Class,2,Shipping canceled
49824,65652,First Class,2,Shipping canceled
49825,70083,First Class,2,Shipping canceled
49826,70440,First Class,2,Shipping canceled
49827,15969,First Class,2,Shipping canceled
49828,13859,First Class,2,Shipping canceled
49829,10986,First Class,2,Shipping canceled
49830,10262,First Class,2,Shipping canceled
49831,60951,First Class,2,Shipping canceled
49832,60190,First Class,2,Shipping canceled
49833,6898,First Class,2,Shipping canceled
49834,3970,First Class,2,Shipping canceled
49835,59435,First Class,2,Shipping canceled
49836,58414,First Class,2,Shipping canceled
49837,59576,First Class,2,Shipping canceled
49838,10222,First Class,2,Shipping canceled
49839,57312,First Class,2,Late delivery
49840,58409,First Class,2,Late delivery
49841,1421,First Class,2,Late delivery
49842,1988,First Class,2,Late delivery
49843,9477,First Class,2,Late delivery
49844,5321,First Class,2,Late delivery
49845,7443,First Class,2,Late delivery
49846,4925,First Class,2,Late delivery
49847,6985,First Class,2,Late delivery
49848,3354,First Class,2,Late delivery
49849,4788,First Class,2,Late delivery
49850,9439,First Class,2,Late delivery
49851,9470,First Class,2,Late delivery
49852,3451,First Class,2,Late delivery
49853,7891,First Class,2,Late delivery
49854,2987,First Class,2,Late delivery
49855,60654,First Class,2,Late delivery
49856,5359,First Class,2,Late delivery
49857,55995,First Class,2,Late delivery
49858,55137,First Class,2,Late delivery
49859,3959,First Class,2,Late delivery
49860,59574,First Class,2,Late delivery
49861,7122,First Class,2,Late delivery
49862,1234,First Class,2,Late delivery
49863,42,First Class,2,Late delivery
49864,53614,First Class,2,Late delivery
49865,7241,First Class,2,Late delivery
49866,9813,First Class,2,Late delivery
49867,8332,First Class,2,Late delivery
49868,3329,First Class,2,Late delivery
49869,2788,First Class,2,Late delivery
49870,59140,First Class,2,Late delivery
49871,7240,First Class,2,Late delivery
49872,2819,First Class,2,Late delivery
49873,3403,First Class,2,Late delivery
49874,4375,First Class,2,Late delivery
49875,8772,First Class,2,Late delivery
49876,53336,First Class,2,Late delivery
49877,5374,First Class,2,Late delivery
49878,1824,First Class,2,Late delivery
49879,59694,First Class,2,Late delivery
49880,4332,First Class,2,Late delivery
49881,3327,First Class,2,Late delivery
49882,54946,First Class,2,Late delivery
49883,58856,First Class,2,Late delivery
49884,59591,First Class,2,Late delivery
49885,54195,First Class,2,Late delivery
49886,2965,First Class,2,Late delivery
49887,3067,First Class,2,Late delivery
49888,2430,First Class,2,Late delivery
49889,5396,First Class,2,Late delivery
49890,8076,First Class,2,Late delivery
49891,59600,First Class,2,Late delivery
49892,53895,First Class,2,Late delivery
49893,8425,First Class,2,Late delivery
49894,59138,First Class,2,Late delivery
49895,2526,First Class,2,Late delivery
49896,3703,First Class,2,Late delivery
49897,56505,First Class,2,Late delivery
49898,60956,First Class,2,Late delivery
49899,58540,First Class,2,Late delivery
49900,59787,First Class,2,Late delivery
49901,5503,First Class,2,Late delivery
49902,8759,First Class,2,Late delivery
49903,4817,First Class,2,Late delivery
49904,3566,First Class,2,Late delivery
49905,7175,First Class,2,Late delivery
49906,2407,First Class,2,Late delivery
49907,51864,First Class,2,Late delivery
49908,61247,First Class,2,Late delivery
49909,1373,First Class,2,Late delivery
49910,58573,First Class,2,Late delivery
49911,1945,First Class,2,Late delivery
49912,4796,First Class,2,Late delivery
49913,8296,First Class,2,Late delivery
49914,6604,First Class,2,Late delivery
49915,56611,First Class,2,Late delivery
49916,9759,First Class,2,Late delivery
49917,2841,First Class,2,Late delivery
49918,5278,First Class,2,Late delivery
49919,4800,First Class,2,Late delivery
49920,34,First Class,2,Late delivery
49921,8493,First Class,2,Late delivery
49922,1506,First Class,2,Late delivery
49923,5360,First Class,2,Late delivery
49924,54152,First Class,2,Late delivery
49925,1961,First Class,2,Late delivery
49926,51930,First Class,2,Late delivery
49927,54832,First Class,2,Late delivery
49928,4940,First Class,2,Late delivery
49929,1544,First Class,2,Late delivery
49930,6519,First Class,2,Late delivery
49931,5655,First Class,2,Late delivery
49932,52230,First Class,2,Shipping canceled
49933,9476,First Class,2,Shipping canceled
49934,58911,First Class,2,Shipping canceled
49935,52567,First Class,2,Shipping canceled
49936,55716,First Class,2,Shipping canceled
49937,8077,First Class,2,Shipping canceled
49938,54903,First Class,2,Shipping canceled
49939,1336,First Class,2,Shipping canceled
49940,9988,First Class,2,Shipping canceled
49941,31193,First Class,2,Shipping canceled
49942,27641,First Class,2,Shipping canceled
49943,30961,First Class,2,Shipping canceled
49944,26200,First Class,2,Shipping canceled
49945,48062,First Class,2,Shipping canceled
49946,26483,First Class,2,Shipping canceled
49947,25041,First Class,2,Shipping canceled
49948,20946,First Class,2,Shipping canceled
49949,24608,First Class,2,Shipping canceled
49950,20630,First Class,2,Shipping canceled
49951,30737,First Class,2,Shipping canceled
49952,76765,First Class,2,Shipping canceled
49953,75587,First Class,2,Late delivery
49954,72923,First Class,2,Late delivery
49955,73066,First Class,2,Late delivery
49956,29455,First Class,2,Late delivery
49957,23941,First Class,2,Late delivery
49958,29938,First Class,2,Late delivery
49959,20686,First Class,2,Late delivery
49960,74748,First Class,2,Late delivery
49961,76983,First Class,2,Late delivery
49962,26507,First Class,2,Late delivery
49963,74168,First Class,2,Late delivery
49964,76855,First Class,2,Late delivery
49965,28501,First Class,2,Late delivery
49966,25885,First Class,2,Late delivery
49967,28094,First Class,2,Late delivery
49968,76997,First Class,2,Late delivery
49969,49118,First Class,2,Late delivery
49970,23745,First Class,2,Late delivery
49971,28934,First Class,2,Late delivery
49972,24891,First Class,2,Late delivery
49973,49803,First Class,2,Late delivery
49974,22305,First Class,2,Late delivery
49975,20806,First Class,2,Late delivery
49976,24887,First Class,2,Late delivery
49977,29426,First Class,2,Late delivery
49978,27798,First Class,2,Late delivery
49979,43061,First Class,2,Late delivery
49980,75335,First Class,2,Late delivery
49981,28411,First Class,2,Late delivery
49982,29262,First Class,2,Late delivery
49983,22393,First Class,2,Late delivery
49984,29798,First Class,2,Late delivery
49985,28233,First Class,2,Late delivery
49986,47794,First Class,2,Late delivery
49987,75130,First Class,2,Late delivery
49988,75092,First Class,2,Late delivery
49989,71748,First Class,2,Late delivery
49990,75089,First Class,2,Late delivery
49991,71954,First Class,2,Late delivery
49992,72026,First Class,2,Late delivery
49993,26202,First Class,2,Late delivery
49994,29607,First Class,2,Late delivery
49995,30397,First Class,2,Late delivery
49996,21496,First Class,2,Late delivery
49997,47098,First Class,2,Late delivery
49998,75355,First Class,2,Late delivery
49999,71635,First Class,2,Late delivery
50000,76338,First Class,2,Late delivery
50001,76441,First Class,2,Late delivery
50002,74594,First Class,2,Late delivery
50003,74662,First Class,2,Late delivery
50004,72912,First Class,2,Late delivery
50005,75239,First Class,2,Late delivery
50006,72338,First Class,2,Late delivery
50007,47067,First Class,2,Late delivery
50008,25325,First Class,2,Late delivery
50009,20699,First Class,2,Late delivery
50010,25693,First Class,2,Late delivery
50011,42220,First Class,2,Late delivery
50012,72485,First Class,2,Late delivery
50013,77071,First Class,2,Late delivery
50014,29832,First Class,2,Late delivery
50015,29428,First Class,2,Late delivery
50016,75319,First Class,2,Late delivery
50017,28323,First Class,2,Late delivery
50018,48328,First Class,2,Late delivery
50019,45924,First Class,2,Late delivery
50020,25560,First Class,2,Late delivery
50021,24218,First Class,2,Late delivery
50022,30512,First Class,2,Late delivery
50023,20881,First Class,2,Late delivery
50024,22271,First Class,2,Late delivery
50025,73884,First Class,2,Late delivery
50026,25491,First Class,2,Late delivery
50027,71858,First Class,2,Late delivery
50028,71781,First Class,2,Late delivery
50029,45336,First Class,2,Late delivery
50030,25310,First Class,2,Late delivery
50031,29138,First Class,2,Late delivery
50032,22162,First Class,2,Late delivery
50033,20677,First Class,2,Late delivery
50034,26625,First Class,2,Late delivery
